FD_ID	FD_length	S_Start	S_End	Score	Family_Link
90135	213	50	87	27	N_7a
90135	213	17	46	23	N_7a
90135	213	1	213	259	N_7a
90135	213	14	26	23	N_7a
90135	213	1	213	257	N_7a
90135	213	1	150	131	N_7a
90135	213	3	124	49	N_7a
90135	213	11	43	22	N_7a
90135	213	92	107	24	N_7a
90135	213	1	213	299	N_7a
90135	213	14	23	21	N_7a
90135	213	1	150	145	N_7a
90135	213	8	33	22	N_7a
90135	213	54	71	22	N_7a
90135	213	26	39	23	N_7a
90135	213	3	18	29	N_7a
90135	213	6	16	22	N_7a
90135	213	3	211	237	N_7a
90135	213	2	125	40	N_7a
90135	213	1	81	36	N_7a
90135	213	1	150	118	N_7a
90135	213	1	124	48	N_7a
90135	213	33	83	29	N_7a
90135	213	4	213	249	N_7a
90135	213	1	138	58	N_7a
90135	213	87	98	24	N_7a
90135	213	1	124	48	N_7a
90135	213	801	835	28	N_7a
90135	213	4	17	26	N_7a
90135	213	3	17	28	N_7a
90135	213	1	150	131	N_7a
90135	213	1	32	24	N_7a
90135	213	1	124	45	N_7a
90135	213	3	18	32	N_7a
90135	213	27	39	23	N_7a
90135	213	2	211	280	N_7a
90135	213	4	80	31	N_7a
90135	213	6	19	27	N_7a
90135	213	3	18	32	N_7a
90135	213	30	149	98	N_7a
90135	213	3	124	51	N_7a
90135	213	6	82	31	N_7a
90135	213	1	150	131	N_7a
90135	213	1	213	261	N_7a
90135	213	3	17	34	N_7a
90135	213	1	211	253	N_7a
90135	213	1	213	297	N_7a
90135	213	1	138	56	N_7a
90135	213	3	17	31	N_7a
90135	213	20	35	23	N_7a
90135	213	51	79	27	N_7a
90135	213	26	39	22	N_7a
90135	213	80	99	27	N_7a
90135	213	18	48	21	N_7a
90135	213	87	105	25	N_7a
90135	213	208	251	25	N_7a
90135	213	6	18	32	N_7a
90135	213	6	18	29	N_7a
90135	213	1	147	44	N_7a
90135	213	253	283	27	N_7a
90135	213	1	123	42	N_7a
90135	213	7	41	25	N_7a
90135	213	17	31	23	N_7a
90135	213	1	150	121	N_7a
90135	213	1	132	49	N_7a
90135	213	1	213	283	N_7a
90135	213	1	150	137	N_7a
90135	213	30	82	31	N_7a
90135	213	204	218	21	N_7a
90135	213	1	149	118	N_7a
90135	213	49	68	22	N_7a
90135	213	26	39	24	N_7a
90135	213	3	288	237	N_7a
90135	213	1	143	52	N_7a
90135	213	2	23	20	N_7a
90135	213	1	124	45	N_7a
90135	213	145	154	24	N_7a
90135	213	1	211	202	N_7a
90135	213	1	150	143	N_7a
90135	213	3	18	28	N_7a
90135	213	2	213	270	N_7a
90135	213	42	84	21	N_7a
90135	213	3	18	29	N_7a
90135	213	6	16	24	N_7a
90135	213	1	150	129	N_7a
90135	213	1	149	140	N_7a
90135	213	1	13	22	N_7a
90135	213	2	135	46	N_7a
90135	213	26	39	23	N_7a
90135	213	51	98	23	N_7a
90135	213	4	363	236	N_7a
90135	213	1	150	125	N_7a
90135	213	2	129	37	N_7a
90135	213	1	212	256	N_7a
90135	213	83	93	22	N_7a
90135	213	53	77	26	N_7a
90135	213	1	131	59	N_7a
90135	213	2	213	258	N_7a
90135	213	1	128	39	N_7a
90135	213	2	128	55	N_7a
90135	213	10	49	24	N_7a
90135	213	61	97	28	N_7a
90135	213	77	278	84	N_7a
90135	213	1	82	56	N_7a
90135	213	1	13	22	N_7a
90135	213	1	18	27	N_7a
90135	213	83	93	22	N_7a
90135	213	1	149	123	N_7a
90135	213	52	71	24	N_7a
90135	213	3	18	30	N_7a
90135	213	3	150	121	N_7a
90135	213	1	150	111	N_7a
90135	213	3	18	34	N_7a
90135	213	1	212	209	N_7a
90135	213	29	55	21	N_7a
90135	213	2	213	239	N_7a
90135	213	1	24	21	N_7a
90135	213	2	129	37	N_7a
90135	213	6	16	24	N_7a
90135	213	1	212	274	N_7a
90135	213	4	81	39	N_7a
90135	213	6	16	28	N_7a
90135	213	54	79	31	N_7a
90135	213	1	150	133	N_7a
90135	213	4	16	31	N_7a
90135	213	2	213	263	N_7a
90135	213	1	213	275	N_7a
90135	213	22	44	21	N_7a
90135	213	1	146	49	N_7a
90135	213	2	213	296	N_7a
90135	213	87	97	23	N_7a
90135	213	1	213	283	N_7a
90135	213	350	415	30	N_7a
90135	213	8	20	24	N_7a
90135	213	1	150	145	N_7a
90135	213	181	205	24	N_7a
90135	213	27	38	21	N_7a
90135	213	1	213	253	N_7a
90135	213	53	70	26	N_7a
90135	213	16	66	29	N_7a
90135	213	51	91	21	N_7a
90135	213	1	150	139	N_7a
90135	213	10	121	24	N_7a
90135	213	87	96	23	N_7a
90135	213	17	46	22	N_7a
90135	213	1	143	49	N_7a
90135	213	109	147	29	N_7a
90135	213	67	77	21	N_7a
90135	213	110	167	22	N_7a
90135	213	301	339	35	N_7a
90136	211	1	206	303	N_7a
90136	211	1	150	118	N_7a
90136	211	3	18	33	N_7a
90136	211	1	205	265	N_7a
90136	211	3	16	26	N_7a
90136	211	45	96	23	N_7a
90136	211	1	130	50	N_7a
90136	211	118	148	23	N_7a
90136	211	1	150	129	N_7a
90136	211	1	211	318	N_7a
90136	211	1	149	115	N_7a
90136	211	2	133	46	N_7a
90136	211	1	150	127	N_7a
90136	211	3	18	33	N_7a
90136	211	1	149	112	N_7a
90136	211	76	97	22	N_7a
90136	211	301	339	35	N_7a
90136	211	2	130	48	N_7a
90136	211	301	339	34	N_7a
90136	211	3	18	36	N_7a
90136	211	53	78	27	N_7a
90136	211	162	196	23	N_7a
90136	211	1	203	226	N_7a
90136	211	1	209	264	N_7a
90136	211	5	16	28	N_7a
90136	211	83	180	33	N_7a
90136	211	1	150	138	N_7a
90136	211	3	128	43	N_7a
90136	211	94	139	28	N_7a
90136	211	19	52	25	N_7a
90136	211	81	94	24	N_7a
90136	211	1	206	310	N_7a
90136	211	1	17	29	N_7a
90136	211	79	119	23	N_7a
90136	211	18	30	21	N_7a
90136	211	2	148	55	N_7a
90136	211	1	136	56	N_7a
90136	211	2	128	51	N_7a
90136	211	53	93	28	N_7a
90136	211	3	18	33	N_7a
90136	211	1	150	129	N_7a
90136	211	5	16	28	N_7a
90136	211	81	94	24	N_7a
90136	211	1	211	294	N_7a
90137	212	17	41	22	N_7b
90137	212	1	56	42	N_7b
90137	212	1	212	354	N_7b
90137	212	140	168	23	N_7b
90137	212	6	18	29	N_7b
90137	212	50	80	23	N_7b
90137	212	4	28	22	N_7b
90137	212	6	18	25	N_7b
90137	212	1	73	41	N_7b
90137	212	6	18	29	N_7b
90137	212	3	18	31	N_7b
90137	212	11	30	21	N_7b
90137	212	18	42	22	N_7b
90137	212	1	123	37	N_7b
90137	212	1	150	122	N_7b
90137	212	50	80	23	N_7b
90137	212	29	96	23	N_7b
90137	212	1	149	132	N_7b
90137	212	1	148	120	N_7b
90137	212	214	295	30	N_7b
90137	212	6	18	29	N_7b
90137	212	1	212	377	N_7b
90137	212	142	178	22	N_7b
90137	212	1	212	314	N_7b
90137	212	214	298	34	N_7b
90137	212	6	17	22	N_7b
90137	212	375	395	21	N_7b
90137	212	6	17	22	N_7b
90137	212	2	44	36	N_7b
90137	212	6	17	22	N_7b
90137	212	1	150	134	N_7b
90137	212	56	92	22	N_7b
90137	212	1	124	37	N_7b
90137	212	1	212	356	N_7b
90137	212	119	135	22	N_7b
90137	212	1	149	129	N_7b
90137	212	17	44	21	N_7b
90137	212	173	181	21	N_7b
90137	212	2	72	40	N_7b
90137	212	1	149	125	N_7b
90137	212	3	18	30	N_7b
90137	212	6	18	29	N_7b
90137	212	28	54	24	N_7b
90137	212	128	184	21	N_7b
90137	212	1	149	127	N_7b
90137	212	1	149	128	N_7b
90137	212	52	79	29	N_7b
90137	212	1	72	44	N_7b
90137	212	14	32	20	N_7b
90137	212	60	102	30	N_7b
90137	212	17	40	19	N_7b
90137	212	26	39	23	N_7b
90137	212	88	154	21	N_7b
90137	212	53	79	30	N_7b
90137	212	1	212	363	N_7b
90137	212	154	176	22	N_7b
90137	212	1	73	41	N_7b
90137	212	26	41	25	N_7b
90137	212	3	17	22	N_7b
90137	212	3	212	333	N_7b
90137	212	1	212	319	N_7b
90137	212	2	72	40	N_7b
90137	212	142	178	23	N_7b
90137	212	1	149	93	N_7b
90137	212	174	182	21	N_7b
90137	212	221	239	23	N_7b
90137	212	1	212	354	N_7b
90137	212	6	18	29	N_7b
90137	212	1	211	339	N_7b
90137	212	1	212	311	N_7b
90137	212	35	59	21	N_7b
90137	212	4	18	28	N_7b
90137	212	60	98	26	N_7b
90137	212	181	203	21	N_7b
90137	212	139	158	21	N_7b
90137	212	1	26	34	N_7b
90137	212	10	26	21	N_7b
90137	212	1	212	295	N_7b
90137	212	293	339	30	N_7b
90137	212	1	212	364	N_7b
90137	212	214	296	30	N_7b
90137	212	1	122	38	N_7b
90137	212	16	47	22	N_7b
90137	212	11	30	21	N_7b
90137	212	1	149	92	N_7b
90137	212	4	18	28	N_7b
90137	212	53	78	27	N_7b
90137	212	4	28	22	N_7b
90137	212	1	72	40	N_7b
90137	212	1	150	134	N_7b
90137	212	6	17	22	N_7b
90137	212	1	149	99	N_7b
90137	212	30	51	24	N_7b
90137	212	1	23	27	N_7b
90137	212	6	18	29	N_7b
90140	349	249	264	22	S_10aa
90140	349	37	84	21	S_10aa
90140	349	111	130	21	S_10aa
90140	349	1	341	233	S_10aa
90140	349	7	72	21	S_10aa
90140	349	65	87	23	S_10aa
90140	349	1	341	217	S_10aa
90140	349	1	342	311	S_10aa
90140	349	185	213	24	S_10aa
90140	349	30	44	21	S_10aa
90140	349	58	91	23	S_10aa
90140	349	62	101	21	S_10aa
90140	349	1	349	307	S_10aa
90140	349	28	52	21	S_10aa
90140	349	4	34	21	S_10aa
90140	349	74	102	22	S_10aa
90140	349	27	42	26	S_10aa
90140	349	1	287	223	S_10aa
90140	349	1	14	22	S_10aa
90144	312	35	57	21	S_11ab
90144	312	37	46	21	S_11ab
90144	312	63	79	21	S_11ab
90144	312	1	259	128	S_11ab
90144	312	67	117	24	S_11ab
90144	312	63	79	21	S_11ab
90144	312	107	124	21	S_11ab
90144	312	1	312	460	S_11ab
90144	312	133	144	21	S_11ab
90144	312	107	124	21	S_11ab
90144	312	1	312	482	S_11ab
90144	312	249	318	21	S_11ab
90144	312	83	103	23	S_11ab
90144	312	68	103	24	S_11ab
90144	312	2	259	130	S_11ab
90144	312	2	259	126	S_11ab
90144	312	38	65	23	S_11ab
90144	312	1	312	480	S_11ab
90144	312	30	59	25	S_11ab
90144	312	67	117	24	S_11ab
90144	312	133	144	21	S_11ab
90145	320	82	117	25	S_11ab
90145	320	2	252	230	S_11ab
90145	320	2	264	125	S_11ab
90145	320	69	93	22	S_11ab
90145	320	94	112	22	S_11ab
90145	320	65	88	21	S_11ab
90145	320	28	57	27	S_11ab
90145	320	1	263	119	S_11ab
90145	320	65	156	23	S_11ab
90145	320	29	72	23	S_11ab
90145	320	125	140	23	S_11ab
90145	320	2	320	346	S_11ab
90145	320	274	325	25	S_11ab
90145	320	10	31	20	S_11ab
90145	320	1	254	227	S_11ab
90145	320	60	79	23	S_11ab
90145	320	43	74	24	S_11ab
90145	320	11	19	20	S_11ab
90145	320	8	36	26	S_11ab
90145	320	1	19	25	S_11ab
90145	320	5	22	24	S_11ab
90145	320	1	320	376	S_11ab
90145	320	80	104	25	S_11ab
90145	320	183	209	24	S_11ab
90145	320	124	138	21	S_11ab
90145	320	11	32	21	S_11ab
90145	320	26	35	20	S_11ab
90145	320	67	93	24	S_11ab
90145	320	8	264	143	S_11ab
90145	320	80	116	26	S_11ab
90145	320	1	320	329	S_11ab
90145	320	48	79	28	S_11ab
90145	320	31	52	23	S_11ab
90147	241	1	240	225	S_11aa
90147	241	1	35	32	S_11aa
90147	241	3	21	19	S_11aa
90147	241	14	32	22	S_11aa
90147	241	165	189	21	S_11aa
90147	241	21	53	20	S_11aa
90147	241	7	264	131	S_11aa
90147	241	18	49	23	S_11aa
90148	283	7	22	22	S_11aa
90148	283	71	84	20	S_11aa
90148	283	6	16	19	S_11aa
90148	283	54	83	20	S_11aa
90148	283	10	32	24	S_11aa
90148	283	1	283	297	S_11aa
90148	283	4	26	21	S_11aa
90148	283	65	107	24	S_11aa
90148	283	1	240	247	S_11aa
90148	283	9	26	23	S_11aa
90148	283	10	28	23	S_11aa
90148	283	28	41	20	S_11aa
90148	283	4	61	22	S_11aa
90148	283	78	105	22	S_11aa
90148	283	6	263	102	S_11aa
90148	283	5	264	132	S_11aa
90148	283	1	282	313	S_11aa
90148	283	4	23	21	S_11aa
90149	222	73	92	26	S_17a
90149	222	46	63	20	S_17a
90149	222	1	224	186	S_17a
90149	222	1	219	233	S_17a
90149	222	2	14	23	S_17a
90149	222	16	73	25	S_17a
90149	222	228	240	21	S_17a
90149	222	1	224	177	S_17a
90149	222	58	112	25	S_17a
90149	222	2	32	25	S_17a
90149	222	50	65	20	S_17a
90149	222	1	220	220	S_17a
90149	222	23	33	20	S_17a
90149	222	86	97	21	S_17a
90149	222	209	227	23	S_17a
90151	265	1	264	113	S_17c
90151	265	11	21	22	S_17c
90151	265	21	88	24	S_17c
90151	265	19	261	216	S_17c
90151	265	26	41	21	S_17c
90151	265	18	43	21	S_17c
90151	265	54	75	22	S_17c
90151	265	34	54	26	S_17c
90151	265	91	126	22	S_17c
90151	265	83	113	22	S_17c
90151	265	1	22	26	S_17c
90151	265	35	109	27	S_17c
90151	265	54	69	25	S_17c
90151	265	15	35	27	S_17c
90151	265	405	515	29	S_17c
90151	265	69	88	21	S_17c
90151	265	1	265	405	S_17c
90151	265	484	514	21	S_17c
90151	265	10	56	20	S_17c
90151	265	2	263	265	S_17c
90151	265	26	76	23	S_17c
90151	265	22	48	24	S_17c
90151	265	19	50	29	S_17c
90151	265	143	162	24	S_17c
90151	265	75	84	22	S_17c
90151	265	22	38	21	S_17c
90151	265	102	183	29	S_17c
90151	265	12	29	26	S_17c
90151	265	38	61	21	S_17c
90151	265	13	264	137	S_17c
90151	265	15	36	25	S_17c
90151	265	13	33	21	S_17c
90151	265	74	85	22	S_17c
90151	265	15	259	294	S_17c
90151	265	1	44	29	S_17c
90151	265	102	136	21	S_17c
90151	265	30	55	21	S_17c
90151	265	283	302	21	S_17c
90151	265	517	529	22	S_17c
90151	265	2	264	325	S_17c
90151	265	1	264	153	S_17c
90151	265	15	30	21	S_17c
90151	265	2	264	302	S_17c
90151	265	9	22	19	S_17c
90151	265	76	90	21	S_17c
90151	265	48	71	26	S_17c
90151	265	2	264	116	S_17c
90151	265	39	58	20	S_17c
90151	265	105	131	23	S_17c
90151	265	176	206	23	S_17c
90151	265	157	168	23	S_17c
90151	265	2	26	20	S_17c
90151	265	2	264	121	S_17c
90151	265	3	264	101	S_17c
90151	265	68	85	21	S_17c
90151	265	147	161	21	S_17c
90151	265	18	41	24	S_17c
90151	265	1	261	268	S_17c
90151	265	19	48	26	S_17c
90151	265	70	80	24	S_17c
90151	265	3	264	119	S_17c
90151	265	1	45	28	S_17c
90151	265	1	264	127	S_17c
90151	265	1	265	371	S_17c
90151	265	25	50	21	S_17c
90151	265	56	107	24	S_17c
90151	265	16	69	26	S_17c
90151	265	181	204	23	S_17c
90151	265	96	116	21	S_17c
90151	265	6	21	21	S_17c
90151	265	382	423	23	S_17c
90151	265	17	261	257	S_17c
90151	265	20	61	29	S_17c
90151	265	7	261	254	S_17c
90151	265	17	263	302	S_17c
90151	265	496	525	21	S_17c
90151	265	9	27	25	S_17c
90151	265	11	30	26	S_17c
90151	265	14	30	21	S_17c
90151	265	67	99	27	S_17c
90151	265	64	102	23	S_17c
90151	265	36	60	20	S_17c
90151	265	35	50	20	S_17c
90151	265	35	57	21	S_17c
90151	265	46	71	28	S_17c
90151	265	138	184	21	S_17c
90151	265	27	66	21	S_17c
90151	265	1	265	226	S_17c
90151	265	39	83	23	S_17c
90151	265	340	354	21	S_17c
90151	265	4	29	22	S_17c
90151	265	14	26	20	S_17c
90151	265	2	264	297	S_17c
90151	265	6	26	22	S_17c
90151	265	2	264	122	S_17c
90151	265	67	92	21	S_17c
90151	265	32	55	20	S_17c
90151	265	215	232	21	S_17c
90151	265	28	57	27	S_17c
90151	265	60	88	22	S_17c
90151	265	11	264	129	S_17c
90151	265	143	162	21	S_17c
90151	265	15	260	101	S_17c
90151	265	25	36	24	S_17c
90151	265	113	149	22	S_17c
90151	265	8	264	115	S_17c
90151	265	56	73	27	S_17c
90151	265	40	52	21	S_17c
90151	265	56	76	24	S_17c
90151	265	39	54	20	S_17c
90151	265	13	264	121	S_17c
90151	265	90	128	22	S_17c
90151	265	183	204	31	S_17c
90151	265	45	76	25	S_17c
90151	265	50	69	20	S_17c
90151	265	17	52	24	S_17c
90151	265	68	103	29	S_17c
90151	265	3	24	23	S_17c
90151	265	21	37	21	S_17c
90151	265	35	50	23	S_17c
90151	265	7	31	20	S_17c
90152	306	15	52	21	S_17d
90152	306	36	88	28	S_17d
90152	306	1	306	536	S_17d
90152	306	1	306	517	S_17d
90152	306	71	93	26	S_17d
90152	306	78	97	21	S_17d
90152	306	9	225	122	S_17d
90152	306	9	24	19	S_17d
90152	306	61	102	23	S_17d
90152	306	1	53	23	S_17d
90152	306	89	127	26	S_17d
90152	306	5	72	30	S_17d
90152	306	74	100	26	S_17d
90152	306	78	204	29	S_17d
90152	306	38	204	30	S_17d
90152	306	1	306	537	S_17d
90152	306	27	225	123	S_17d
90152	306	18	225	127	S_17d
90152	306	9	225	117	S_17d
90152	306	1	306	518	S_17d
90152	306	92	129	27	S_17d
90152	306	21	52	24	S_17d
90152	306	1	306	536	S_17d
90152	306	17	178	45	S_17d
90152	306	31	193	38	S_17d
90152	306	79	203	35	S_17d
90152	306	51	60	23	S_17d
90152	306	6	37	23	S_17d
90152	306	15	27	26	S_17d
90152	306	35	104	31	S_17d
90152	306	89	136	21	S_17d
90152	306	51	67	26	S_17d
90152	306	1	306	402	S_17d
90152	306	7	225	131	S_17d
90152	306	22	40	21	S_17d
90152	306	17	221	122	S_17d
90157	315	40	65	26	S_1ab
90157	315	2	315	417	S_1ab
90157	315	226	285	35	S_1ab
90157	315	112	148	26	S_1ab
90157	315	1	259	189	S_1ab
90157	315	25	58	23	S_1ab
90159	566	52	70	22	S_2a
90159	566	1	357	198	S_2a
90159	566	84	106	21	S_2a
90159	566	101	142	23	S_2a
90159	566	550	589	28	S_2a
90159	566	138	178	31	S_2a
90159	566	3	340	206	S_2a
90159	566	1	490	623	S_2a
90159	566	1	566	825	S_2a
90159	566	17	45	23	S_2a
90159	566	2	25	29	S_2a
90159	566	284	312	23	S_2a
90159	566	5	49	21	S_2a
90159	566	1	25	31	S_2a
90159	566	3	361	183	S_2a
90159	566	101	185	27	S_2a
90159	566	141	245	23	S_2a
90159	566	50	78	25	S_2a
90159	566	61	86	22	S_2a
90159	566	1	566	909	S_2a
90159	566	3	34	29	S_2a
90159	566	7	360	173	S_2a
90159	566	1	566	786	S_2a
90159	566	16	32	22	S_2a
90159	566	4	26	29	S_2a
90159	566	1	18	23	S_2a
90159	566	1	30	25	S_2a
90159	566	145	187	23	S_2a
90159	566	98	110	25	S_2a
90159	566	24	51	21	S_2a
90159	566	480	536	26	S_2a
90159	566	50	95	27	S_2a
90159	566	37	79	23	S_2a
90159	566	25	57	26	S_2a
90159	566	1	491	732	S_2a
90159	566	20	565	634	S_2a
90159	566	123	142	25	S_2a
90159	566	5	27	24	S_2a
90159	566	29	45	21	S_2a
90159	566	1	491	657	S_2a
90159	566	142	176	23	S_2a
90159	566	18	62	28	S_2a
90159	566	17	38	22	S_2a
90159	566	54	65	23	S_2a
90159	566	139	231	24	S_2a
90159	566	46	73	22	S_2a
90159	566	48	58	22	S_2a
90159	566	1	565	872	S_2a
90159	566	53	94	26	S_2a
90159	566	231	325	27	S_2a
90159	566	1	336	174	S_2a
90159	566	12	58	25	S_2a
90159	566	56	81	21	S_2a
90159	566	101	152	25	S_2a
90159	566	24	51	21	S_2a
90159	566	2	38	22	S_2a
90159	566	31	44	21	S_2a
90159	566	1	490	598	S_2a
90159	566	5	30	21	S_2a
90159	566	2	490	719	S_2a
90159	566	630	650	28	S_2a
90159	566	8	50	27	S_2a
90159	566	1	566	809	S_2a
90159	566	1	491	700	S_2a
90159	566	31	55	24	S_2a
90159	566	61	87	22	S_2a
90159	566	21	63	33	S_2a
90159	566	16	34	22	S_2a
90159	566	7	47	24	S_2a
90159	566	3	358	201	S_2a
90164	272	227	244	27	S_4a
90164	272	2	272	436	S_4a
90164	272	1	219	174	S_4a
90164	272	1	220	168	S_4a
90164	272	1	219	174	S_4a
90164	272	227	244	27	S_4a
90164	272	1	220	168	S_4a
90164	272	2	272	436	S_4a
90166	310	1	310	564	S_4a
90166	310	2	211	144	S_4a
90166	310	1	199	110	S_4a
90166	310	1	219	144	S_4a
90166	310	1	27	21	S_4a
90166	310	463	504	31	S_4a
90166	310	52	66	23	S_4a
90166	310	1	236	312	S_4a
90166	310	3	19	23	S_4a
90166	310	1	309	382	S_4a
90166	310	28	54	22	S_4a
90166	310	25	46	25	S_4a
90166	310	104	113	22	S_4a
90166	310	79	106	27	S_4a
90166	310	1	208	108	S_4a
90166	310	1	236	393	S_4a
90166	310	2	34	27	S_4a
90166	310	25	59	27	S_4a
90166	310	14	29	20	S_4a
90166	310	1	310	570	S_4a
90166	310	1	236	370	S_4a
90166	310	1	212	129	S_4a
90166	310	1	211	169	S_4a
90174	273	80	103	23	S_8b
90174	273	23	42	21	S_8b
90174	273	1	273	362	S_8b
90174	273	1	276	297	S_8b
90174	273	53	99	25	S_8b
90174	273	60	100	23	S_8b
90174	273	1	263	189	S_8b
90174	273	141	167	22	S_8b
90176	246	1	131	48	N_13a
90176	246	1	246	396	N_13a
90176	246	5	18	22	N_13a
90176	246	1	246	366	N_13a
90176	246	3	16	25	N_13a
90176	246	38	60	22	N_13a
90176	246	2	150	135	N_13a
90176	246	1	246	384	N_13a
90176	246	1	129	53	N_13a
90176	246	143	157	23	N_13a
90176	246	8	43	22	N_13a
90176	246	1	129	47	N_13a
90176	246	2	150	138	N_13a
90176	246	5	18	23	N_13a
90176	246	1	246	371	N_13a
90176	246	80	96	23	N_13a
90176	246	1	245	331	N_13a
90176	246	1	18	21	N_13a
90176	246	69	105	23	N_13a
90176	246	2	150	135	N_13a
90176	246	13	31	21	N_13a
90176	246	63	82	22	N_13a
90176	246	18	39	23	N_13a
90176	246	1	129	47	N_13a
90176	246	22	47	22	N_13a
90176	246	60	89	23	N_13a
90176	246	12	23	20	N_13a
90176	246	7	18	21	N_13a
90176	246	1	246	396	N_13a
90176	246	73	104	23	N_13a
90176	246	13	31	21	N_13a
90176	246	2	150	128	N_13a
90176	246	5	18	23	N_13a
90176	246	27	145	53	N_13a
90176	246	10	38	24	N_13a
90176	246	1	129	41	N_13a
90176	246	2	150	131	N_13a
90176	246	1	136	47	N_13a
90176	246	6	18	22	N_13a
90176	246	1	17	22	N_13a
90176	246	143	157	23	N_13a
90176	246	2	150	128	N_13a
90176	246	1	246	364	N_13a
90176	246	3	235	263	N_13a
90176	246	1	246	397	N_13a
90176	246	1	147	54	N_13a
90176	246	1	150	118	N_13a
90176	246	2	150	147	N_13a
90176	246	19	46	22	N_13a
90176	246	26	41	28	N_13a
90176	246	239	264	22	N_13a
90176	246	56	92	22	N_13a
90176	246	60	89	23	N_13a
90176	246	1	150	126	N_13a
90176	246	2	16	25	N_13a
90176	246	1	246	353	N_13a
90176	246	1	245	320	N_13a
90176	246	83	94	20	N_13a
90176	246	1	137	40	N_13a
90176	246	1	138	50	N_13a
90176	246	13	31	20	N_13a
90176	246	5	18	27	N_13a
90176	246	2	150	140	N_13a
90176	246	3	15	23	N_13a
90177	238	2	150	121	N_13a
90177	238	2	144	50	N_13a
90177	238	4	17	23	N_13a
90177	238	1	238	346	N_13a
90177	238	26	39	24	N_13a
90179	253	131	160	22	N_19s
90179	253	3	14	26	N_19s
90179	253	18	121	28	N_19s
90179	253	21	39	20	N_19s
90179	253	10	31	26	N_19s
90179	253	84	94	22	N_19s
90179	253	23	41	22	N_19s
90179	253	5	49	23	N_19s
90179	253	7	147	63	N_19s
90179	253	84	94	21	N_19s
90179	253	1	253	405	N_19s
90179	253	31	95	24	N_19s
90179	253	29	38	23	N_19s
90179	253	68	76	22	N_19s
90179	253	149	176	24	N_19s
90179	253	23	41	26	N_19s
90179	253	1	250	277	N_19s
90179	253	8	147	76	N_19s
90179	253	18	147	28	N_19s
90179	253	1	54	35	N_19s
90179	253	60	72	23	N_19s
90179	253	4	252	347	N_19s
90179	253	6	147	75	N_19s
90179	253	31	95	24	N_19s
90179	253	1	78	30	N_19s
90179	253	8	147	64	N_19s
90179	253	18	38	24	N_19s
90179	253	84	94	23	N_19s
90179	253	1	46	31	N_19s
90179	253	3	14	25	N_19s
90179	253	259	381	24	N_19s
90179	253	32	66	23	N_19s
90179	253	51	75	20	N_19s
90179	253	67	84	21	N_19s
90179	253	1	38	34	N_19s
90179	253	3	14	23	N_19s
90179	253	1	38	33	N_19s
90179	253	10	31	24	N_19s
90179	253	134	242	24	N_19s
90179	253	8	147	77	N_19s
90179	253	1	22	28	N_19s
90179	253	4	14	24	N_19s
90179	253	8	48	23	N_19s
90179	253	3	18	27	N_19s
90179	253	2	147	73	N_19s
90179	253	1	253	383	N_19s
90179	253	1	253	388	N_19s
90179	253	1	22	28	N_19s
90179	253	85	113	23	N_19s
90179	253	1	253	388	N_19s
90179	253	2	11	19	N_19s
90179	253	1	253	390	N_19s
90179	253	29	38	23	N_19s
90179	253	6	15	25	N_19s
90179	253	87	94	24	N_19s
90179	253	1	147	35	N_19s
90179	253	1	80	31	N_19s
90179	253	81	94	23	N_19s
90179	253	30	41	20	N_19s
90179	253	1	45	31	N_19s
90179	253	5	147	71	N_19s
90179	253	261	309	26	N_19s
90179	253	1	253	418	N_19s
90179	253	7	66	30	N_19s
90179	253	87	94	22	N_19s
90179	253	97	136	28	N_19s
90179	253	87	94	22	N_19s
90179	253	20	147	30	N_19s
90179	253	8	147	67	N_19s
90179	253	87	94	22	N_19s
90179	253	87	94	22	N_19s
90179	253	31	95	24	N_19s
90179	253	29	38	23	N_19s
90179	253	3	14	25	N_19s
90179	253	97	136	28	N_19s
90179	253	8	147	74	N_19s
90179	253	2	147	33	N_19s
90179	253	87	94	22	N_19s
90179	253	129	149	23	N_19s
90179	253	18	39	21	N_19s
90179	253	87	94	22	N_19s
90179	253	80	94	27	N_19s
90179	253	1	39	25	N_19s
90179	253	14	38	27	N_19s
90179	253	2	27	23	N_19s
90179	253	1	47	33	N_19s
90179	253	5	147	76	N_19s
90179	253	7	147	71	N_19s
90179	253	29	39	24	N_19s
90179	253	97	136	28	N_19s
90179	253	1	253	405	N_19s
90179	253	85	134	28	N_19s
90179	253	1	249	285	N_19s
90179	253	307	344	22	N_19s
90179	253	330	361	23	N_19s
90179	253	3	22	24	N_19s
90179	253	3	253	282	N_19s
90179	253	131	171	23	N_19s
90179	253	32	60	21	N_19s
90179	253	7	147	73	N_19s
90179	253	87	94	21	N_19s
90179	253	301	344	29	N_19s
90179	253	3	14	23	N_19s
90179	253	1	78	30	N_19s
90179	253	7	147	71	N_19s
90179	253	3	252	373	N_19s
90179	253	14	39	25	N_19s
90179	253	1	39	27	N_19s
90179	253	226	263	22	N_19s
90179	253	87	94	23	N_19s
90179	253	29	94	28	N_19s
90179	253	6	14	23	N_19s
90179	253	16	147	55	N_19s
90179	253	1	38	32	N_19s
90179	253	61	75	21	N_19s
90179	253	18	56	21	N_19s
90179	253	139	151	23	N_19s
90179	253	3	14	23	N_19s
90179	253	29	38	23	N_19s
90179	253	6	14	23	N_19s
90179	253	31	95	22	N_19s
90179	253	25	43	31	N_19s
